id,host_id,host_name,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_verifications,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
9060873,47265643,Magali,,N/A,N/A,86%,"['email', 'phone']",Oud-Oost,Entire condo,Entire home/apt,2,1 bath,1,$232.00 ,5,4.6,4.6,4.4,4.4,4.6,4.6,4.4
1427610,7677579,Aukje,Hi! I am Aukje. I live with my husband and two kids in Amsterdam. ,N/A,N/A,50%,"['email', 'phone']",Geuzenveld - Slotermeer,Entire home,Entire home/apt,4,2 baths,2,$120.00 ,6,5,4.67,4.83,4.83,5,4.67,4.83
4829273,15049236,Franz,I've been told to be a friendly and social person. I have  some piano playing abilities.,within a few hours,100%,83%,"['email', 'phone', 'work_email']",Oostelijk Havengebied - Indische Buurt,Entire rental unit,Entire home/apt,4,1 bath,2,$170.00 ,51,4.71,4.8,4.65,4.87,4.96,4.57,4.57
3237893,16382847,Vieve,,within a day,70%,18%,"['email', 'phone']",De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2,1.5 baths,,$200.00 ,43,4.86,4.95,4.93,4.95,4.98,5,4.84
864176551965684805,508937163,Saeed,,a few days or more,0%,60%,"['email', 'phone']",Oostelijk Havengebied - Indische Buurt,Entire home,Entire home/apt,3,1.5 baths,2,$265.00 ,5,5,5,5,5,5,5,4.4
44456510,97096943,Kane Pieter Jan,,N/A,N/A,N/A,"['email', 'phone']",De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2,1 bath,1,$160.00 ,7,4.86,4.57,4.57,4.86,4.86,5,4.86
44534876,1612893,Nina,"Hey,

I was born and raised in Amsterdam. I am a goldsmith and photographer and the owner of Nanini - www.nanini.nl. 

Things I like are travelling, creativity, culture, photography, sports, movies and being with my friends.


",N/A,N/A,75%,"['email', 'phone', 'work_email']",Centrum-Oost,Houseboat,Entire home/apt,2,1.5 baths,1,$309.00 ,13,4.92,4.92,4.69,5,5,5,4.46
45075197,348181363,Olga,,within a few hours,100%,N/A,"['email', 'phone']",Slotervaart,Entire rental unit,Entire home/apt,2,1 bath,1,$154.00 ,0,,,,,,,
747632873572482416,6927518,Tim,,within an hour,100%,73%,['phone'],De Baarsjes - Oud-West,Entire condo,Entire home/apt,4,1.5 baths,2,$296.00 ,12,4.92,5,5,5,4.92,5,4.77
27362571,138583516,Tjibbe,I'm interested in meeting new people and love learning about different cultures. I've lived in five countries and travelled to many more. I'm conscientious and maintain a high standard of cleanliness in my apartment.,N/A,N/A,100%,"['email', 'phone']",Bos en Lommer,Entire rental unit,Entire home/apt,3,1 bath,2,$140.00 ,17,4.59,4.65,4.53,4.94,4.94,4.65,4.41
14182817,7969106,Noah,,N/A,N/A,83%,['phone'],Centrum-Oost,Entire condo,Entire home/apt,2,1 bath,1,$175.00 ,20,4.9,4.8,4.75,5,5,4.9,4.55
52156806,168908822,Jeroen,,N/A,N/A,100%,"['email', 'phone']",De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2,1 bath,1,$183.00 ,8,4.75,4.63,4.63,4.75,4.88,4.75,4.38
52141403,11808004,Henry,"Hi,

My name is Henry and I am a New Zealander living in Amsterdam. I love traveling and adventuring. I'm a fan of experiencing different places rather than having one type of place I like. At each new place I like to eat and drink the local cuisine.

I am looking forward to meeting you through Airbnb.",N/A,N/A,100%,"['email', 'phone']",Oud-Oost,Entire rental unit,Entire home/apt,2,1 bath,1,$250.00 ,16,4.94,4.94,4.63,4.94,4.81,4.81,4.88
31944927,237150404,The Flying Pig Downtown,"Our Flying Pig Downtown hostel is the place to party in Amsterdam with the 18th century building having been transformed into one of the most notorious party spots in the Dutch capital. We host awesome DJ’s and epic themed parties boasting an indoor smoking area with a pillow stage! 

Located in the heart of the city centre next to Amsterdam Central Station, you will also find Dam Square, The Anne Frank House and the bustling Red Light District just a short stroll away. Our hostel also provides free use of the guest kitchen, luggage storage, free Wi-Fi, a book exchange and a buffet style continental breakfast available everyday for only €5!

Known for our wild nights and a relaxed atmosphere during the day, we’re a popular spot for young backpackers to base themselves. There’s a reason we were rated the Best Hostel in the Netherlands in 2013 by TripAdvisor!",N/A,N/A,100%,"['email', 'phone']",Centrum-West,Room in hostel,Hotel room,1,1 bath,1,$50.00 ,22,4.55,4.64,4.55,4.59,4.73,4.86,4.32
54244720,207048746,Ylja,"We're a young couple living in Amsterdam. As fanatic kitesurfers, we're traveling quite a bit, which allows us to share our much beloved home with others!",N/A,N/A,60%,['phone'],Bijlmer-Oost,Entire rental unit,Entire home/apt,2,1 bath,1,$150.00 ,13,4.85,4.92,4.85,4.85,5,4.38,4.69
888413701115128511,464812850,Juliette,,N/A,N/A,100%,['phone'],De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2,1 bath,1,,0,,,,,,,
20029085,142241746,Gerwin,,N/A,N/A,N/A,"['email', 'phone']",Bos en Lommer,Entire rental unit,Entire home/apt,2,1.5 baths,1,$95.00 ,13,4.92,4.92,5,4.92,5,4.69,4.54
936126884991859148,7845987,Rita,"From Amsterdam, love to travel, eating out and going to the movies too.",N/A,N/A,0%,"['email', 'phone']",Oud-Noord,Entire home,Entire home/apt,5,1.5 baths,4,$330.00 ,0,,,,,,,
21363769,73391542,Denise,"I live here with my son, hé is 16 years old.",N/A,N/A,N/A,"['email', 'phone']",De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,4,1 bath,2,$200.00 ,17,4.82,4.76,4.41,4.94,5,4.94,4.65
722331476879151377,56704827,Reinier,"Hi there! I'm Reinier and I live in Amsterdam. It's a great place and I love it here. But I also like to travel a lot, it's one of my most favorite things in the world. When I am not traveling I'm working as a consultant in the city and a lot of my free time goes to kitesurfing. I also enjoy good company, good food and just enjoy life. So I hope we get to meet (online/real life) and I get to welcome you to my lovely home and this amazing city",within an hour,100%,50%,"['email', 'phone']",Zuid,Entire condo,Entire home/apt,2,1 bath,1,$180.00 ,0,,,,,,,
24854756,45354532,Sjors,,N/A,N/A,N/A,"['email', 'phone']",Oud-Noord,Entire home,Entire home/apt,2,1.5 baths,1,$113.00 ,31,4.81,4.97,4.68,4.94,5,4.84,4.68
944620961073556442,393494412,Pieter,,within a day,70%,10%,"['email', 'phone']",Oud-Oost,Entire rental unit,Entire home/apt,2,1.5 baths,1,$200.00 ,0,5,5,5,5,5,4,4
733102323863297179,32116304,Eva,"Hi my name is Eva. I am based in Amsterdam and I love to travel, to meet new places and new people. I am a medical doctor currently based in Tilburg and a gynaecologist in training. I love kitsurfing and all other sports on and in the water. And a really enjoy en glass of good wine with my family, friends or boyfriend Mats. ",within an hour,100%,90%,"['email', 'phone']",Oud-Oost,Entire condo,Entire home/apt,2,1.5 baths,2,$260.00 ,9,5,4.78,4.89,5,5,4.89,5
6196535,3727499,Dylan,"Amsterdam, just have a good time.",within an hour,100%,71%,['phone'],De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2,1 bath,1,$139.00 ,16,4.94,4.88,4.81,4.94,4.94,4.63,4.56
1182421,3136773,Myrthe,We are a small happy family from Amsterdam which loves to travel!,N/A,N/A,100%,"['email', 'phone']",Oud-Noord,Entire home,Entire home/apt,4,1 bath,3,$200.00 ,9,4.89,4.89,4.67,5,4.89,4.89,4.89
12164521,65337161,Erik,,N/A,N/A,60%,['phone'],Zuid,Entire rental unit,Entire home/apt,2,1.5 baths,1,$299.00 ,25,4.84,4.8,4.92,4.8,4.88,4.92,4.8
53886397,2865527,Anne,,N/A,N/A,0%,['phone'],Noord-Oost,Entire home,Entire home/apt,4,1.5 baths,1,$436.00 ,0,,,,,,,
999804080163908373,318104023,Guusje,,within an hour,100%,100%,['phone'],Centrum-Oost,Private room in guesthouse,Private room,4,1 bath,2,$117.00 ,1,5,5,5,5,5,5,5
1028141130132972803,545539794,Jose Manuel,,N/A,N/A,N/A,"['email', 'phone']",Zuid,Entire rental unit,Entire home/apt,4,1 bath,1,$194.00 ,0,,,,,,,
9327973,20021396,Marc,,N/A,N/A,N/A,"['email', 'phone']",De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2,1.5 baths,2,$235.00 ,13,4.85,4.85,4.77,5,4.92,4.85,4.77
1018044019812708751,18744379,Maarten,,within a day,100%,33%,"['email', 'phone']",De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,4,1.5 baths,2,$275.00 ,0,,,,,,,
6825880,16564018,Rick,"I am a teacher in social work. I studies psychology and at the university of humanisic studies. I love to read non fiction about social political issues and to watch documentaries.
I love (dutch) movies and music. To listen to and to play on the guitar.
I am vegan and try not to hurt anybody; animals included.
So my motto: not everything may be good but put your energy in making things better.
",N/A,N/A,N/A,"['email', 'phone']",Westerpark,Entire rental unit,Entire home/apt,2,1 bath,1,,50,4.8,4.8,4.78,4.94,4.98,4.57,4.57
36759213,118357014,Bas,"Born in Amsterdam, still live there. Love to host people
from around the world and meet  people that way. Hobby photographer @photosbybas. Work and live in Amsterdam, the Netherlands :)

Will meet personally to explain everything about the apartment and neighbourhood.",N/A,N/A,N/A,"['email', 'phone']",Westerpark,Entire rental unit,Entire home/apt,2,1.5 baths,1,$264.00 ,21,4.71,4.81,4.52,4.95,4.95,4.86,4.71
6259402,32520230,Vanessa,"I am a graphic designer, born and raised in Amsterdam. Together with my husband (entrepreneur in art & culture) and 2 sons (17 and 15 years old) we love living in Amsterdam. Our house is perfect for families who want to have a relaxed time in Amsterdam.",N/A,N/A,29%,"['email', 'phone']",Centrum-West,Entire rental unit,Entire home/apt,4,1 bath,3,$350.00 ,36,4.97,4.97,4.92,5,5,4.94,4.83
731531328781406824,482446979,Rudj,,within an hour,100%,82%,"['email', 'phone']",Westerpark,Private room in bed and breakfast,Private room,2,1 shared bath,1,$200.00 ,19,4.84,4.84,4.89,5,5,4.84,4.47
1042133717983688087,145695571,Boaz,,N/A,N/A,N/A,"['email', 'phone']",Slotervaart,Entire condo,Entire home/apt,3,1.5 baths,3,$148.00 ,0,,,,,,,
3856186,19892498,Annemarie,"Ik ben freelance journalist, docent en antropoloog. Dol op Amsterdam, maar ook op het ontdekken van andere plekken. Met man en drie kinderen reis ik graag. We houden van natuur en  wandelen, maar ook van cultuur. De mooiste reiservaringen zijn voor ons die waar we bij vrienden of bekenden logeren en ons zo minder toerist en meer tijdelijk inwoner voelen. Airbnb zie ik als een mooie manier om dat gevoel te benaderen. ",within a day,100%,46%,"['email', 'phone']",Centrum-West,Entire rental unit,Entire home/apt,4,1.5 baths,2,$300.00 ,33,4.97,4.97,5,5,5,4.94,4.75
866369526503460224,24571533,Peter,"I am a jobcoach singer-songwriter and editor of art and books.
My company is www.peterkoornconsultancy.com and my music company is www.petercorn.com. ",within a few hours,90%,33%,"['email', 'phone']",Centrum-Oost,Entire rental unit,Entire home/apt,2,1 bath,1,$130.00 ,10,4.9,4.9,4.7,4.8,4.9,4.9,4.8
50742990,408898089,The Unbound,,within a few hours,100%,98%,"['email', 'phone']",Geuzenveld - Slotermeer,Room in boutique hotel,Private room,2,1 private bath,1,$141.00 ,6,4.33,4.17,4.67,4.17,4,4,4.17
1010143106099291621,543428752,Marcel,New listings managed by my experienced team. Feel free to reach out to me anytime!,within an hour,85%,100%,['phone'],Centrum-Oost,Entire rental unit,Entire home/apt,4,1 bath,2,$304.00 ,0,,,,,,,
21009564,1557835,Lenneke,Hi i am Lenneke and i live in the city centre of Amsterdam. We have 2 rooms on airbnb on the first and the ground floor in an old historic building. I just renovated the ground floor with the help of my brother. We tried to build a lovely home away from home for you. I love to live in the city centre with everything just around the corner. I live in Amsterdam for more than 20 years now. So ask me anything i know the nice places to go! I am the manager of several tv hosts in the Netherlands and am the proud owner of yoga studio Bluebirds. 2 studio's are on walking distance if you would like to join a class! Would love to welcome you in one of our rooms. Love Lenneke,within an hour,100%,100%,"['email', 'phone']",Centrum-Oost,Private room in loft,Private room,2,1 private bath,1,$134.00 ,286,4.74,4.84,4.65,4.91,4.88,4.96,4.47
25021801,189156505,Nicole,,N/A,N/A,100%,"['email', 'phone']",IJburg - Zeeburgereiland,Entire rental unit,Entire home/apt,2,1.5 baths,1,$146.00 ,12,5,5,5,5,5,5,4.92
769435268579370396,488984558,Abdullah,,within an hour,100%,100%,"['email', 'phone']",Centrum-West,Room in hotel,Private room,2,1 private bath,2,$255.00 ,17,4.94,5,4.94,5,5,4.82,4.88
14876448,3276289,Lara,"I am a Dutch Architect living and working in Mumbai and Amsterdam, hence I travel a lot and my apartment in Amsterdam will then be available. 
",within a few hours,100%,100%,"['email', 'phone']",Buitenveldert - Zuidas,Entire rental unit,Entire home/apt,2,2 baths,1,$162.00 ,16,5,5,4.81,5,4.88,4.75,4.88
641161606851273760,102772074,Rens,,a few days or more,10%,10%,"['email', 'phone']",Centrum-West,Entire condo,Entire home/apt,2,1 bath,1,$275.00 ,8,5,5,4.88,5,5,5,5
893569641611839481,120035137,Kuldeep,,within an hour,100%,71%,"['email', 'phone']",Buitenveldert - Zuidas,Entire rental unit,Entire home/apt,3,1 bath,2,$285.00 ,2,4.5,5,4,4.5,5,3.5,3.5
654918546695168927,11619276,Ninette,,within an hour,100%,93%,"['email', 'phone']",Bos en Lommer,Entire condo,Entire home/apt,2,1.5 baths,1,$160.00 ,14,4.57,4.79,4.64,4.93,4.71,4.5,4.5
730405093247549388,6987511,Sterre,Sterre & Kees,a few days or more,43%,29%,"['email', 'phone']",Centrum-Oost,Entire home,Entire home/apt,4,2.5 baths,2,$680.00 ,6,4.83,4.67,5,5,5,5,5
999883740592515272,50024993,Sharon,,within a day,100%,33%,"['email', 'phone']",Westerpark,Entire condo,Entire home/apt,2,1 bath,1,$200.00 ,1,4,3,5,5,5,5,4
13134714,73169850,Luchiena,,within a few hours,100%,94%,"['email', 'phone']",Oud-Oost,Private room in home,Private room,2,1 shared bath,2,$95.00 ,140,4.86,4.9,4.85,4.99,4.97,4.87,4.82
627476489305239298,187412264,Britt,,within an hour,100%,78%,"['email', 'phone']",De Pijp - Rivierenbuurt,Entire condo,Entire home/apt,2,1 bath,1,$309.00 ,12,4.92,5,5,4.92,5,5,4.83
656305460674540584,26011434,Linda,,N/A,N/A,50%,"['email', 'phone']",IJburg - Zeeburgereiland,Entire home,Entire home/apt,4,1 bath,3,$259.00 ,2,4.5,5,4,5,5,5,4.5
768737,3877342,Nicole,"Love to travel, especially South America and Asia!
I like everything that has to do with water, to live on it but also kitesurfing, wakeboarding, stand up paddling and sailing. Also a big fan of wintersports.
I love with my dog Yara. 
Enjoy life to the max!",within an hour,100%,100%,"['email', 'phone', 'work_email']",Westerpark,Private room in boat,Private room,2,1.5 baths,1,$110.00 ,358,4.82,4.81,4.84,4.88,4.87,4.72,4.68
736734944337613727,158271567,Revan,"Hi fellow traveler! My name is Revan and I’m 36 years old. I teach Biology at a high school in Amsterdam. When I’m not working I like to travel, hike, surf, longboard, ride my motor bike or enjoy nature.",N/A,N/A,100%,"['email', 'phone']",Geuzenveld - Slotermeer,Entire condo,Entire home/apt,2,1 bath,1,$250.00 ,12,4.83,4.75,5,4.92,5,4.75,4.75
1038293751001867529,169915566,Wim,Family in amsterdam with daughter of 6 has a spare room to share ,within an hour,100%,100%,"['email', 'phone']",Bos en Lommer,Private room in rental unit,Private room,2,1 bath,2,$83.00 ,0,,,,,,,
968949011431476455,6645765,Laura,,within an hour,100%,25%,"['email', 'phone']",De Pijp - Rivierenbuurt,Private room in rental unit,Private room,2,1 bath,1,$127.00 ,1,5,5,5,5,5,5,5
683431,2309485,Ned,"I am an artist, have been living in Amsterdam for 20 years and live with my wife and son in the same building.

I've stayed often in other places via AirBnb and am happy to host my apartment to others too.",within an hour,100%,98%,"['email', 'phone', 'work_email']",De Pijp - Rivierenbuurt,Private room in rental unit,Private room,2,1 private bath,1,$89.00 ,644,4.68,4.78,4.59,4.91,4.93,4.72,4.53
30520614,119731851,Marlot,"34 y/o woman living since 5 years in this appartment in Bos&Lommer. Living mindful, open-hearted and enjoying her (clean) life to the fullest :). I wish you enjoy this little temple as much as i do every day :) xx",N/A,N/A,43%,"['email', 'phone']",Bos en Lommer,Entire rental unit,Entire home/apt,2,1 bath,1,$145.00 ,11,5,4.91,4.91,5,4.91,4.64,4.55
1028211342405179554,1937861,Bianca,"Bianca & Guy from Amsterdam, sharing life with 2 kids. Our loves: music, travel, film, friends and good food.",N/A,N/A,N/A,['phone'],Noord-West,Houseboat,Entire home/apt,4,1 bath,3,$250.00 ,0,,,,,,,
893833464642658245,514640741,Floris,,within an hour,100%,86%,['phone'],IJburg - Zeeburgereiland,Entire home,Entire home/apt,4,1.5 baths,3,$450.00 ,4,5,5,5,5,5,5,5
1008006,3523553,Doet,"My name is Doet and I am living with my family on a houseboat in Amsterdam.
I really like to spent time in Musea and in theater.
Shopping in other cities and just taste the cultural of other countries.

",within a few hours,100%,91%,"['email', 'phone']",Westerpark,Private room in boat,Private room,2,1.5 baths,1,$114.00 ,163,4.74,4.69,4.8,4.83,4.73,4.61,4.5
12059101,64596266,Henkk,"Intellectual with a broad and tolerant view on the world. Happy to chat and happy to let you go your way. If you want to understand some more about Amsterdam, The Netherlands and history and ... water. You are always welcome. 

We prefer to host guests that are able to communicate. We speak  English and German, a little  Spanish and basic Asterix and Obelisk.",within a few hours,100%,79%,"['email', 'phone']",De Pijp - Rivierenbuurt,Private room in rental unit,Private room,4,1 shared bath,4,$78.00 ,232,4.81,4.83,4.83,4.95,4.93,4.87,4.69
45465056,314064340,Mike,"I love traveling and exploring new destinations, and when I am not doing that I am enjoying everything that Amsterdam has to offer!",within an hour,100%,100%,"['email', 'phone']",Oud-Noord,Private room in home,Private room,4,2 baths,2,$210.00 ,44,4.93,4.98,4.98,5,4.98,4.7,4.7
993103346457359141,16453001,Lukas,"I was born in Poland, grew up in US, lived in South America, London and Amsterdam. Eternal traveler. Easy going and relaxed I enjoying meeting new people and having the privilege to stay at their home. I work as a digital operator/photographer. ",N/A,N/A,N/A,"['email', 'phone']",Oud-Noord,Entire rental unit,Entire home/apt,4,1.5 baths,2,$272.00 ,3,5,5,5,5,5,5,5
52481219,17357880,Belen,"Having traveled a lot I appreciate the simple pleasures and the benefits of staying in a home rather than a hotel. 
I am Spanish and I work as Economist in Amsterdam. I speak Spanish, English and French. I love to travel and like people who do the same ;)
For further information, please contact me directly. Thanks.
",N/A,N/A,85%,"['email', 'phone']",De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,4,1 bath,2,$350.00 ,14,4.93,4.93,5,5,4.93,4.86,4.79
1010879635450649863,188463921,David,,within a day,100%,50%,"['email', 'phone']",Zuid,Entire rental unit,Entire home/apt,2,1 bath,1,$300.00 ,0,,,,,,,
923140922738007449,16583473,Alphons,"Loves to travel, been to 80 countries myself",within a day,100%,64%,"['email', 'phone']",Bos en Lommer,Private room in rental unit,Private room,1,1 bath,1,$64.00 ,0,,,,,,,
933924657824784872,79228674,Minou,,within an hour,100%,83%,"['email', 'phone']",De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2,1 bath,1,$279.00 ,6,5,5,4.83,5,5,4.83,4.83
918706458121010812,521210622,Corina,,within an hour,100%,67%,"['email', 'phone']",Zuid,Entire rental unit,Entire home/apt,2,1 bath,1,$175.00 ,7,5,5,4.86,5,5,4.71,4.71
1005725790190317122,65450895,Jim,,within a few hours,100%,75%,"['email', 'phone']",Bos en Lommer,Private room in rental unit,Private room,4,1 bath,2,$200.00 ,1,5,5,5,5,5,4,5
6526164,33497309,Reiniera Medarde Andrea Meraud,"Animula vagula blandula 
first line of a poem by Roman Emperor Hadrian 138 AC
Meaning Little soul, little wanderer, little charmer.

Once a traveler, always a traveler. If it isn't outbound, it's inward. And it isn't about the destination. It's about the road.  Going up and down, left and right. Sometimes welcoming with lots of comfortable hide aways. Challenging at all times. 

I prefer the word Tao. Literary meaning way, path or route. Because it clarifies the point of traveling which is to cross borders, going beyond the clearly visible, the well sign posted and known world and even beyond the world of physical appearances all together. 

Many years ago I set out traveling to expand my geographical map. I end up expanding my mind map. 

I like to share with you the place I call home. As a resting place for you on your travels through life. 

I manage to earn a living as a yoga teacher with some side hustles. I run a little webshop and I work as a chef or a hostess in the catering business. I love my partner who lives oversees like he’s Romeo and I am Juliette. I love my two beautiful daughters. 

Amsterdam people are free, funny and friendly. Come on over and leave your footprint in this great travelers hub called Amsterdam. ",within a few hours,100%,85%,"['email', 'phone']",De Pijp - Rivierenbuurt,Entire condo,Entire home/apt,4,1.5 baths,5,$125.00 ,19,4.42,4.21,4.37,4.74,4.94,4.72,4.33
5647050,21572827,Hetty,"I am a visual artist,  Yoga and fitness teacher. Founder of the Paint a Future foundation www.paintafuture.org
I ask severely underprivileged  children all over the world paint their dreams and help to realise them. 100 internationally renown artists incorporate those paper dreams in their paintings and with the proceeds the dreams are realised (see youtube).
I am multilingual and lived in Spain for many years.",within a few hours,90%,80%,"['email', 'phone', 'work_email']",Zuid,Private room in rental unit,Private room,2,1 shared bath,2,$120.00 ,128,4.73,4.73,4.66,4.92,4.92,4.8,4.61
1019994699047218824,117489234,Rick,,within a few hours,100%,56%,"['email', 'phone']",Zuid,Entire rental unit,Entire home/apt,4,1.5 baths,2,$125.00 ,0,,,,,,,
50862465,407472735,Rogier,,within an hour,89%,99%,"['email', 'phone']",Buitenveldert - Zuidas,Room in aparthotel,Entire home/apt,2,1 bath,1,$108.00 ,76,4.7,4.75,4.79,4.67,4.68,4.04,4.45
39085747,299566086,Jose,,within an hour,100%,99%,"['email', 'phone']",Geuzenveld - Slotermeer,Private room in condo,Private room,4,1.5 baths,2,$83.00 ,127,4.7,4.72,4.83,4.82,4.8,4.41,4.49
41619821,7588663,Wessel,Easygoing and respectful ,N/A,N/A,100%,"['email', 'phone']",De Pijp - Rivierenbuurt,Entire condo,Entire home/apt,2,1 bath,1,$275.00 ,4,5,5,5,4.75,5,4.75,4.75
860708686020836305,24941323,Jenthe,,N/A,N/A,100%,"['email', 'phone']",Zuid,Entire rental unit,Entire home/apt,2,1 bath,1,$100.00 ,0,,,,,,,
11460770,15712909,Nima,"Hi there!

My name is Nima Chalebyani. I'm a local in Amsterdam (Born & Raised) so I know all the ins and outs of this city!

I'm an outgoing guy, love meeting new people and having fun. I'm pretty creative if I may say myself. I make films and love doing sports. (Snowboarding, Badminton, Fitness, Soccer, Basketball you name it!)

When it comes to partying, I can tell you where to find the best! And help you out. I go to festivals and parties often and always know the best ones around.

I always try my best to make you as comfortable as possible.
And I hope you choose to stay at my place, I will definitely make it worth your while.",within a day,100%,100%,"['email', 'phone']",Noord-West,Private room in townhouse,Private room,2,1.5 shared baths,2,$103.00 ,164,4.71,4.76,4.39,4.86,4.82,4.5,4.41
53702944,10765660,Eleonore,,within a day,100%,50%,"['email', 'phone']",Zuid,Entire condo,Entire home/apt,2,1.5 baths,1,$290.00 ,8,5,5,5,5,5,5,5
4278312,15712909,Nima,"Hi there!

My name is Nima Chalebyani. I'm a local in Amsterdam (Born & Raised) so I know all the ins and outs of this city!

I'm an outgoing guy, love meeting new people and having fun. I'm pretty creative if I may say myself. I make films and love doing sports. (Snowboarding, Badminton, Fitness, Soccer, Basketball you name it!)

When it comes to partying, I can tell you where to find the best! And help you out. I go to festivals and parties often and always know the best ones around.

I always try my best to make you as comfortable as possible.
And I hope you choose to stay at my place, I will definitely make it worth your while.",within a day,100%,100%,"['email', 'phone']",Noord-West,Private room in townhouse,Private room,2,1.5 shared baths,1,$111.00 ,160,4.5,4.66,4.21,4.82,4.74,4.38,4.28
699846140916875590,455302001,Erwin,Wij hebben in ons leven al veel gereisd en denken met onze accommodatie een fijne plek aan te bieden voor een fantastische city trip. Wij wensen jullie dan ook een heerlijk tijd in Amsterdam.,within an hour,100%,100%,"['email', 'phone']",De Aker - Nieuw Sloten,Entire condo,Entire home/apt,3,1 bath,2,$97.00 ,52,4.79,4.58,4.75,4.9,4.94,4.75,4.6
877396184121450909,7584224,Anke,,within a day,70%,32%,"['email', 'phone']",Bos en Lommer,Entire rental unit,Entire home/apt,2,1 bath,1,$179.00 ,2,5,5,5,5,5,4.5,5
999044801774110367,78253821,Viktor,,N/A,N/A,N/A,"['email', 'phone']",Zuid,Entire condo,Entire home/apt,2,1 bath,1,$195.00 ,0,,,,,,,
11857316,6192042,Karina,,within a few hours,100%,100%,"['email', 'phone']",Oud-Noord,Entire rental unit,Entire home/apt,2,1 bath,1,$138.00 ,829,4.92,4.93,4.88,4.94,4.93,4.95,4.72
8862469,45934503,Marco,"Family man, love being on the water waterskiing, swimming. I am proud born Amsterdammer and love my own city Amsterdam. 

Furthermore entrepeneur and businessman.",within a day,67%,50%,"['email', 'phone']",IJburg - Zeeburgereiland,Private room in townhouse,Private room,1,1.5 shared baths,1,$225.00 ,1,5,5,5,5,5,5,5
761456066529236631,365865331,Ton,,within an hour,80%,100%,"['email', 'phone']",Centrum-West,Boat,Entire home/apt,4,1 bath,2,$153.00 ,33,4.73,4.55,4.73,4.79,4.48,4.85,4.36
52180403,415463613,Patricia,,within a few hours,93%,95%,"['email', 'phone']",Gaasperdam - Driemond,Private room in bed and breakfast,Private room,2,1.5 shared baths,1,$80.00 ,45,4.18,4.47,4.04,4.51,4.49,4.16,4.09
50341343,8497487,Michiel,"My name is Michiel (Michael) and  I love Amsterdam and its surrounding. I believe in ""the sharing economy"" and look forward to welcome you as a guest! ",a few days or more,0%,41%,"['email', 'phone']",IJburg - Zeeburgereiland,Entire villa,Entire home/apt,4,1 bath,,$500.00 ,10,5,5,5,5,5,4.8,4.8
758382379094525019,136521173,Irisch,,N/A,N/A,43%,"['email', 'phone']",Bijlmer-Oost,Entire home,Entire home/apt,6,1 bath,2,$240.00 ,3,5,5,4,4.67,5,4.67,4.67
8163956,43090617,Harry,"Gepensioneerde levensgenieter. Ik reis graag, lange afstandstochten op de fiets en wandelen. Ik vind het leuk om mensen uit uiteenlopende landen gastvrij te ontvangen en wegwijs te maken. ",within an hour,100%,100%,"['email', 'phone']",Oud-Noord,Private room in townhouse,Private room,2,1.5 shared baths,1,$50.00 ,452,4.55,4.73,4.48,4.83,4.81,4.51,4.55
20549160,135487531,Rogier & Nicole,"We are a couple from Amsterdam and we love to travel. A few years ago we've hosted a wintersport chalet in Austria. We liked it so much that we wanted to open our own B&B. What started out with the idea of a small cabin in the backyard, became much bigger when we got the opportunity of opening the Amsterdam Farm Lodge at the urban farming project of NoordOogst. The Amsterdam Farm Lodge is a project for 10 years and it consists of 7 holiday apartments. Let the adventure begin....",within an hour,100%,100%,"['email', 'phone', 'work_email']",Noord-West,Entire rental unit,Entire home/apt,7,1 bath,6,$138.00 ,67,4.72,4.78,4.66,4.88,4.96,4.39,4.51
927370012941798431,24725005,Charlotte,,within an hour,100%,100%,"['email', 'phone']",Bos en Lommer,Entire rental unit,Entire home/apt,2,1 bath,1,$160.00 ,6,5,5,4.83,4.83,5,4.83,4.33
739492336584533902,191856882,Jasper,Digital Designer & Entrepreneur based in Amsterdam.,within an hour,100%,83%,"['email', 'phone']",Bos en Lommer,Entire condo,Entire home/apt,3,1.5 baths,1,$275.00 ,4,5,5,4.75,4.75,5,5,5
40191258,39833982,Reinier,,within an hour,100%,100%,"['email', 'phone']",De Pijp - Rivierenbuurt,Entire condo,Entire home/apt,3,1 bath,3,$161.00 ,158,4.85,4.86,4.89,4.89,4.92,4.84,4.65
